Cod_CP,Nome_CP,Nome_professione (vedi esempi),Annuncio
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Per importante azienda della ristorazione collettiva selezioniamo un/una aiuto cuoco/a con esperienza pregressa. La risorsa, che riporterà al cuoco, si occuperà di collaborare all'interno del reparto nella preparazione di piatti semplici, preparazione delle materie prime, predisposizione di semilavorati. Si occuperà, inoltre, della pulizia e del riordino della cucina. Si offre contratto part time. Orario di lavoro: da Lunedì a venerdì 12:00 -14:30, sabato riposo Domenica doppio turno 09:00 /14:30 e 18:00/21:30."
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Per elegante realtà di ristorazione in zona Terruggia (AL), ricerchiamo n. 1 AIUTO CUOCO. Si richiede: pregressa esperienza nella mansione; conoscenza della cucina tradizionale locale; autonomia nella gestione della cucina; propensione al lavoro di squadra; residenza in zone limitrofe al luogo di lavoro. È necessario che la risorsa sia automunita. Si propone contratto di lavoro full-time con prospettive di inserimento in azienda. La struttura non offre alloggio."
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Openjobmetis spa, Agenzia per il lavoro, filiale di Alba, ricerca per struttura sanitaria, un/una aiuto cuoco/a con esperienza. Si richiede esperienza nel ruolo, disponibilità immediata, dal lunedì alla domenica, con riposo a scorrimento, sia per il servizio del pranzo che per la cena, automunito/a. Si offre assunzione diretta da parte dell'azienda cliente. "
5.2.2.1.0,Cuochi in alberghi e ristoranti,Cuoco,"Azienda multinazionale leader nel settore della ristorazione collettiva, cerca uno chef da inserire a tempo indeterminato presso importanti clienti situati presso: Mestre, Venezia. Il cuoco è una figura fondamentale nella nostra realtà, cerchiamo figure esperte ed appassionate nel settore food della ristorazione che sono spinti a fornire un servizio eccellente ai nostri clienti. Il candidato/a si occuperà delle seguenti attività: Produzione di alimenti culinari di gastronomia; Preparazione delle portate principali (primi, secondi, dolci); Elaborazione dei Menù; Responsabilità nella gestione della cucina e del team; Responsabilità del magazzino, degli ordini, e delle derrate alimentari. Il cuoco svolgerà la preparazione dei pasti presso la Centrale Eni di Fusina, e dovrà svolgere un servizio di trasporto e distribuzione presso la nuova apertura di una caffetteria/gastronomia a Mestre."
5.2.2.1.0,Cuochi in alberghi e ristoranti,Cuoco,"Energheia Impresa Sociale, sede di Casalmaggiore ricerca per Importante Azienda Alimentare di Piacenza un Cuoco /a Specializzato/a nella preparazione di un elevato numero di pasti. Cuoco/a con preferibile pregressa esperienza nella ristorazione collettiva in grado di tenere una partita di primi/secondi piatti e lavorare in autonomia. Contratto proposto: 36 ore da lun a dom. Orari indicativi 6.00-12.00 / 12.30-18.30. Contratto a tempo determinato con possibilità di stabilizzazione. Inquadramento 4° livello. Ricerca effettuata per ampliamento organico. Studi: Diploma ALBERGHIERO Patente B Disponibilità a lavorare su turni diurni e festivi Residenza in zone limitrofe"
5.2.2.1.0,Cuochi in alberghi e ristoranti,Cuoco,"Gi Group SpA, Agenzia per il Lavoro (Aut. Min. 26/11/04 Prot. n. 1101-SG) ricerca per un prestigioso Boutique Hotel una figura di CUOCO. La risorsa avvarrà la responsabilità' di gestire in autonomia, supportato da un Aiuto Cuoco, la cucina dell'albergo. In particolare si occuperà di: Gestire ordini, spesa e rimanenze monitorando i costi a budget; Definire il menù secondo le direttive aziendali e con spirito creativo; Garantire il rispetto degli alti standard di qualità del servizio e di presentazione dei piatti; Seguire le procedure in termini di igiene e sicurezza; Il candidato ideale proviene dal mondo dell'alberghiero e ha maturato almeno 5 anni di esperienza come Chef nella gestione autonoma della cucina. Requisiti richiesti: Diploma Alberghiero ad indirizzo Enogastronomico; Attestato HACCP in corso di validità; Buona conoscenza della lingua Inglese; Buona dimestichezza degli strumenti informatici; Ottima conoscenza dell'Enogastronomia mediterranea e locale. Spiccate capacità gestionali, attitudine disponibile e versatile e forte orientamento all'ospitalità completano il profilo. Luogo di lavoro: provincia di Catania. Si offre contratto in somministrazione a tempo determinato per la stagione estiva 2020 dal 01 aprile al 31 ottobre, Inquadramento come da CCNL Turismo. Orario di lavoro: Full-time su turni da lunedì a domenica"
5.2.2.1.0,Cuochi in alberghi e ristoranti,Chef,"Orienta SpA, Agenzia per il Lavoro, seleziona per prestigiosa struttura sita in zona Bracciano,  in provincia di Roma. CUOCO ESPERTO / EXECUTIVE CHEF. La risorsa sarà inserita con un contratto a tempo determinato e la struttura mette a disposizione vitto e alloggio. La risorsa risponderà ad uno Chef (Stellato) e si dovrà occupare della gestione operativa del ristorante all'interno della struttura termale: partita dei primi, secondi e antipasto ( no pasticceria); coordinamento della brigata. Requisiti Richiesti: Diploma di scuola superiore e/o titoli affine; Esperienza pregressa nel ruolo come chef, cuoco esperto, executive chef presso ristoranti; Disponibilità immediata. Sede di Lavoro: Bracciano in Provincia di Roma. Si offre un contratto a tempo determinato, netto mensile di 1.800,00, la struttura mette a disposizione vitto e alloggio."
5.2.2.1.0,Cuochi in alberghi e ristoranti,Pizzaiolo ,"Si ricerca per ristorante Sirani, pizza gourmet, un cuoco e pizzaiolo, con esperienza, locale rinomato a livello nazionale, requisiti tanta passione e voglia di imparare. Stipendio: 1.200€ - 1.800€ Netti/mese"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,CUOCO/A per ristorante in centro a Bologna. Il candidato dovrà occuparsi della preparazione di primi e secondi piatti della tradizione bolognese. Orario di lavoro: FULL-TIME. Zona di lavoro: BOLOGNA Si offre inserimento iniziale in somministrazione al 4° livello CCNL Turismo Pubblici esercizi e successiva assunzione diretta in azienda.
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"Per la mensa aziendale presso la sede di Mestrino assumiamo aiuto cuoco/a. La risorsa svolgerà tutte le attività legate alla preparazione delle pietanze, le relative pulizie e la distribuzione dei pasti. È preferibile esperienza pregressa nel settore mense/ristorazione, utilizzo della strumentazione da cucina, attitudine al lavoro di squadra, doti organizzative e relazionali. Offriamo contratto part time. Sede di lavoro Mestrino(PD)"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"Tempor S.p.a, agenzia per il lavoro, filiale di Crema, ricerca e seleziona per importante azienda settore Banqueting- catering - vicinanze Crema (CR): UN CUOCO/A. Si richiede pregressa esperienza nella mansione disponibilità anche nel fine settimana buona volontà forte attitudine a lavorare in team automunito/a"
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"AIUTO CUOCO/A MENSA DAL 4 APRILE. Il candidato ideale si presenta con i seguenti requisiti: esperienza PREGRESSA nella mansione RICHIESTA; autonomia nella PRODUZIONE DEI PASTI; disponibile da subito; disponibile a lavorare i week-end. Si offre: contratto a tempo determinato in somministrazione DAL 4 APRILE AL 11 APRILE CON POSSIBILITA' DI PROROGA.LE RISORSE DEVONO ESSERE AUTONOMO NELLA PREPARAZIONE DEI PASTI. La risorsa dovrà essere disponibile a svolgere turno mattino oppure sera e doppio turno sabato oppure domenica per un totale di 17,50 ore settimanali. ORARI: - Dal lunedì al venerdì 18:30-21:00 , sabato 10:30-13:00 e 18:30-21:00 , domenica riposo. Luogo di lavoro: RAPALLO (GE)"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"CUOCO DI MENSA. La risorsa inserita si occuperà della preparazione dei cibi e di servire gli stessi, di tenere puliti gli ambienti e le attrezzature. Si richiede: esperienza pregressa nel ruolo; disponibilità immediata; attestato HACCP. Si offre: contratto di somministrazione. Orario di lavoro: part time. Luogo di lavoro: Sassari"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,Si ricerca cuoco o cuoca per struttura per anziani sita a Vercelli.  Richiesta disponibilità 30h settimanali dal lunedì alla domenica con riposo su due turni mattino/pomeriggio. Si richiede qualifica alberghiera e preferibilmente aver maturato esperienza nella mansione
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"CUOCO. La risorsa si occuperà di gestione in autonomia della cucina e gestione fino a 80/100 coperti. Si richiede: preferibile titolo di studio alberghiero; esperienza di almeno due anni nella mansione; automuniti e domiciliati in zona. Completano il profilo: dinamico, spirito di sacrificio, flessibilità oraria, capacità di team working, passione per il settore. Si offre contratto in somministrazione o inserimento diretto"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,AIUTO CUOCO/A MENSA DA OGGI 18 MARZO. Il candidato ideale si presenta con i seguenti requisiti: esperienza PREGRESSA nella mansione RICHIESTA; autonomia nella PRODUZIONE DEI PASTI; disponibile da subito; disponibile a lavorare i week-end. Si offre: contratto a tempo determinato in somministrazione DAL 18 MARZO AL 22 MARZO CON POSSIBILITA' DI PROROGA. LE RISORSE DEVONO ESSERE AUTONOMO NELLA PREPARAZIONE DEI PASTI IN QUANTO SVOLGERANNO LA MANSIONE IN AUTONOMIA. ORARI: DALLE 11:30 ALLE 15:00. Luogo di lavoro: MODENA
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Openjobmetis Spa, filiale di Castiglione d/st, ricerca, per attività ristorativa di Pozzolengo, un/a aiuto cuoco/a con esperienza nella mansione. Richiesta disponibilità iniziale, per il mese di marzo, per i soli fine settimana, mentre da aprile a ottobre è richiesta disponibilità full time, compreso serale e festivi."
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"CUOCO/A PER MENSA. La risorsa inserita si dovrà occupare in maniera autonoma delle seguenti mansioni: gestione della cucina; cura del servizio e collaborazione con il personale di sala; strutturazione del menù in accordo con la proprietà. Il candidato ideale si presenta con i seguenti requisiti: diploma nel settore alberghiero o pregressa esperienza nel settore; disponibilità a lavorare su turni, nel fine settimana. Completano il profilo serietà e precisione."
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Per la mensa ospedaliera in nostra gestione nel territorio di CATANIA stiamo cercando un AIUTO CUOCO. La risorsa, che farà parte di un team di cuochi rispondendo al Direttore di locale, verrà inserita ne mensa ospedaliera nel territorio di CATANIA ed avrà la responsabilità di preparare parte delle pietanze che compongono il menù del giorno per la refezione ospedaliera. Nella nostra organizzazione un aspetto imprescindibile del ruolo è l'attenzione al rispetto delle procedure aziendali di igiene degli alimenti e di sicurezza sui luoghi di lavoro. Desideriamo incontrare candidati che siano in possesso delle seguenti caratteristiche: diploma di istituto alberghiero nel settore cucina; pregressa esperienza nel ruolo, preferibilmente nel settore della ristorazione collettiva, di almeno due anni; attestato alimentaristi in corso di validità; mezzo proprio per gli spostamenti; disponibilità a lavorare su turni e nei festivi. Completano il profilo spiccata motivazione di crescita professionale, capacità di lavorare in gruppo ed orientamento alla collaborazione, velocità e attenzione nello svolgere le attività, capacità di problem solving ed autocontrollo in situazioni lavorative stressanti. Offriamo contratto a tempo determinato con orario part-time 20 ore settimanali dal lunedì alla domenica, con riposo a scalare, su turni concentrati nella fascia della mattina, per la pausa pranzo, o nella fascia della sera, per la pausa cena."
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,"NETMI Agenzia per il Lavoro, Filiale di Milano, è alla ricerca di un/a Cuoco per azienda in Milano. La risorsa si occuperà in autonomia della preparazione piatti, cucina veloce, piatti di gastronomia (rosticceria, griglieria...). È gradita esperienza pregressa nel settore ristorativo di almeno 5 anni. Si offre contratto in somministrazione iniziale, livello da definire. Orario full time, su turni nella fascia oraria 5 - 18 dal lunedì alla domenica. Luogo di lavoro: Milano"
5.2.2.1.0,Cuochi in alberghi e ristoranti,Aiuto Cuoco,"Per prestigioso ristorante di pesce cerchiamo n.1 aiuto cuoco/a junior anche minima. Esperienza per contratto stagionale
"
5.2.2.1.0,Cuochi in alberghi e ristoranti,cuoco,Openjobmetis SpA - Filiale di Firenze Sud ricerca per locale della città un/a cuoco/a in possesso di formazione professionale o diploma presso istituto servizi alberghieri. Gradito minimo pregresso nella preparazione piatti e panificati. Fondamentale età di apprendistato. Assunzione diretta.
5.2.2.1.0,Cuochi in alberghi e ristoranti,Cuoco Capo partita,"Orienta Spa filiale di Udine ricerca per prestigioso ristorante cliente un CUOCO CAPO PARTITA JUNIOR da inserire nel proprio organico. COMPITI: La risorsa sarà affiancata al personale di cucina e si dovrà occupare principalmente della preparazione di antipasti e primi, di selezionare gli alimenti, di gestire le scorte, di curare la guarnizione e la presentazione dei piatti in uscita. SOFT SKILLS: Il candidato ideale ha spirito di collaborazione, intraprendenza e determinazione. REQUISITI: Qualifica alberghiera, richiesta minima esperienza nella mansione, conoscenza della tradizione enogastronomica italiana. Si offre contratto a termine iniziale a scopo inserimento con possibilità di camera e alloggio. ORARIO: full time - SEDE: Mortegliano (UD)."
